cusip,security_type,rate,maturity_date,call_date,buy,sale,eod
912810QN1,MARKET BASED BOND,0.0475,02/15/2041,,103.890625,103.781250,103.875000
912810QQ4,MARKET BASED BOND,0.04375,05/15/2041,,99.109375,99.000000,99.062500
912810SY5,MARKET BASED BOND,0.0225,05/15/2041,,73.156250,73.093750,73.187500
912810TA6,MARKET BASED BOND,0.0175,08/15/2041,,66.796875,66.718750,66.781250
912810QS0,MARKET BASED BOND,0.0375,08/15/2041,,91.406250,91.343750,91.437500
912810QT8,MARKET BASED BOND,0.03125,11/15/2041,,83.421875,83.343750,83.437500
912810TC2,MARKET BASED BOND,0.02,11/15/2041,,69.406250,69.343750,69.406250
912810TF5,MARKET BASED BOND,0.02375,02/15/2042,,73.687500,73.656250,73.718750
912810QU5,MARKET BASED BOND,0.03125,02/15/2042,,83.109375,83.031250,83.093750
912810QW1,MARKET BASED BOND,0.03,05/15/2042,,81.218750,81.156250,81.250000
912810TH1,MARKET BASED BOND,0.0325,05/15/2042,,84.296875,84.250000,84.312500
912810QX9,MARKET BASED BOND,0.0275,08/15/2042,,77.968750,77.906250,77.968750
912810TK4,MARKET BASED BOND,0.03375,08/15/2042,,85.656250,85.625000,85.687500
912810TM0,MARKET BASED BOND,0.04,11/15/2042,,93.531250,93.500000,93.593750
912810QY7,MARKET BASED BOND,0.0275,11/15/2042,,77.687500,77.625000,77.687500
912810QZ4,MARKET BASED BOND,0.03125,02/15/2043,,82.250000,82.187500,82.281250
912810TQ1,MARKET BASED BOND,0.03875,02/15/2043,,91.750000,91.718750,91.812500
912810TS7,MARKET BASED BOND,0.03875,05/15/2043,,91.625000,91.593750,91.687500
912810RB6,MARKET BASED BOND,0.02875,05/15/2043,,78.890625,78.812500,78.906250
912810RC4,MARKET BASED BOND,0.03625,08/15/2043,,88.343750,88.281250,88.343750
912810TU2,MARKET BASED BOND,0.04375,08/15/2043,,98.093750,98.062500,98.187500
912810TW8,MARKET BASED BOND,0.0475,11/15/2043,,103.093750,103.062500,103.187500
912810RD2,MARKET BASED BOND,0.0375,11/15/2043,,89.843750,89.781250,89.843750
912810RE0,MARKET BASED BOND,0.03625,02/15/2044,,88.125000,88.062500,88.125000
912810TZ1,MARKET BASED BOND,0.045,02/15/2044,,100.109375,100.093750,100.218750
912810RG5,MARKET BASED BOND,0.03375,05/15/2044,,84.734375,84.656250,84.750000
912810RH3,MARKET BASED BOND,0.03125,08/15/2044,,81.312500,81.250000,81.312500
912810RJ9,MARKET BASED BOND,0.03,11/15/2044,,79.500000,79.437500,79.531250
912810RK6,MARKET BASED BOND,0.025,02/15/2045,,72.656250,72.593750,72.656250
912810RM2,MARKET BASED BOND,0.03,05/15/2045,,79.250000,79.187500,79.281250
912810RN0,MARKET BASED BOND,0.02875,08/15/2045,,77.390625,77.312500,77.406250
912810RP5,MARKET BASED BOND,0.03,11/15/2045,,78.937500,78.875000,78.937500
912810RQ3,MARKET BASED BOND,0.025,02/15/2046,,71.890625,71.843750,71.906250
912810RS9,MARKET BASED BOND,0.025,05/15/2046,,71.703125,71.625000,71.718750
912810RT7,MARKET BASED BOND,0.0225,08/15/2046,,68.015625,67.937500,68.031250
912810RU4,MARKET BASED BOND,0.02875,11/15/2046,,76.625000,76.562500,76.656250
912810RV2,MARKET BASED BOND,0.03,02/15/2047,,78.250000,78.187500,78.281250
912810RX8,MARKET BASED BOND,0.03,05/15/2047,,78.125000,78.062500,78.187500
912810RY6,MARKET BASED BOND,0.0275,08/15/2047,,74.437500,74.375000,74.468750
912810RZ3,MARKET BASED BOND,0.0275,11/15/2047,,74.296875,74.218750,74.343750
912810SA7,MARKET BASED BOND,0.03,02/15/2048,,77.796875,77.750000,77.843750
912810SC3,MARKET BASED BOND,0.03125,05/15/2048,,79.546875,79.500000,79.593750
912810SD1,MARKET BASED BOND,0.03,08/15/2048,,77.640625,77.593750,77.687500
912810SE9,MARKET BASED BOND,0.03375,11/15/2048,,83.109375,83.062500,83.187500
912810SF6,MARKET BASED BOND,0.03,02/15/2049,,77.515625,77.468750,77.593750
912810SH2,MARKET BASED BOND,0.02875,05/15/2049,,75.656250,75.625000,75.750000
912810SJ8,MARKET BASED BOND,0.0225,08/15/2049,,66.281250,66.250000,66.343750
912810SK5,MARKET BASED BOND,0.02375,11/15/2049,,68.078125,68.031250,68.125000
912810SL3,MARKET BASED BOND,0.02,02/15/2050,,62.296875,62.250000,62.343750
912810SN9,MARKET BASED BOND,0.0125,05/15/2050,,50.828125,50.781250,50.843750
912810SP4,MARKET BASED BOND,0.01375,08/15/2050,,52.515625,52.468750,52.531250
912810SS8,MARKET BASED BOND,0.01625,11/15/2050,,56.171875,56.125000,56.218750
912810SU3,MARKET BASED BOND,0.01875,02/15/2051,,59.890625,59.843750,59.937500
912810SX7,MARKET BASED BOND,0.02375,05/15/2051,,67.546875,67.500000,67.593750
912810SZ2,MARKET BASED BOND,0.02,08/15/2051,,61.640625,61.593750,61.718750
912810TB4,MARKET BASED BOND,0.01875,11/15/2051,,59.640625,59.593750,59.687500
912810TD0,MARKET BASED BOND,0.0225,02/15/2052,,65.468750,65.437500,65.531250
912810TG3,MARKET BASED BOND,0.02875,05/15/2052,,75.343750,75.312500,75.406250
912810TJ7,MARKET BASED BOND,0.03,08/15/2052,,77.343750,77.312500,77.406250
912810TL2,MARKET BASED BOND,0.04,11/15/2052,,93.656250,93.625000,93.781250
912810TN8,MARKET BASED BOND,0.03625,02/15/2053,,87.437500,87.406250,87.593750
912810TR9,MARKET BASED BOND,0.03625,05/15/2053,,87.500000,87.468750,87.656250
912810TT5,MARKET BASED BOND,0.04125,08/15/2053,,95.750000,95.718750,95.906250
912810TV0,MARKET BASED BOND,0.0475,11/15/2053,,106.375000,106.343750,106.531250
912810TX6,MARKET BASED BOND,0.0425,02/15/2054,,98.078125,98.062500,98.218750
9128286N5,TIPS,0.005,04/15/2024,,0.000000,100.187500,100.187500
912828WU0,TIPS,0.00125,07/15/2024,,0.000000,100.031250,100.031250
912828YL8,TIPS,0.00125,10/15/2024,,99.312500,99.281250,99.250000
912828H45,TIPS,0.0025,01/15/2025,,98.343750,98.312500,98.281250
912810FR4,TIPS,0.02375,01/15/2025,,100.140625,100.093750,100.093750
912828ZJ2,TIPS,0.00125,04/15/2025,,97.640625,97.593750,97.562500
912828XL9,TIPS,0.00375,07/15/2025,,97.968750,97.937500,97.906250
91282CAQ4,TIPS,0.00125,10/15/2025,,97.187500,97.156250,97.125000
912828N71,TIPS,0.00625,01/15/2026,,97.375000,97.343750,97.281250
912810FS2,TIPS,0.02,01/15/2026,,99.859375,99.812500,99.812500
91282CCA7,TIPS,0.00125,04/15/2026,,95.984375,95.968750,95.937500
912828S50,TIPS,0.00125,07/15/2026,,96.031250,96.000000,95.968750
91282CDC2,TIPS,0.00125,10/15/2026,,95.593750,95.562500,95.562500
912828V49,TIPS,0.00375,01/15/2027,,95.593750,95.562500,95.531250
912810PS1,TIPS,0.02375,01/15/2027,,101.125000,101.093750,101.062500
91282CEJ6,TIPS,0.00125,04/15/2027,,94.437500,94.406250,94.375000
9128282L3,TIPS,0.00375,07/15/2027,,95.359375,95.312500,95.281250
91282CFR7,TIPS,0.01625,10/15/2027,,99.328125,99.312500,99.281250
9128283R9,TIPS,0.005,01/15/2028,,94.828125,94.781250,94.781250
912810PV4,TIPS,0.0175,01/15/2028,,99.453125,99.406250,99.406250
912810FD5,TIPS,0.03625,04/15/2028,,106.703125,106.625000,106.625000
91282CGW5,TIPS,0.0125,04/15/2028,,97.375000,97.343750,97.343750
912828Y38,TIPS,0.0075,07/15/2028,,95.734375,95.687500,95.687500
91282CJH5,TIPS,0.02375,10/15/2028,,102.609375,102.593750,102.593750
9128285W6,TIPS,0.00875,01/15/2029,,95.515625,95.468750,95.468750
912810PZ5,TIPS,0.025,01/15/2029,,103.078125,103.031250,103.000000
912810FH6,TIPS,0.03875,04/15/2029,,109.734375,109.656250,109.687500
9128287D6,TIPS,0.0025,07/15/2029,,92.281250,92.250000,92.250000
912828Z37,TIPS,0.00125,01/15/2030,,90.500000,90.468750,90.468750
912828ZZ6,TIPS,0.00125,07/15/2030,,90.078125,90.031250,90.031250
91282CBF7,TIPS,0.00125,01/15/2031,,88.906250,88.875000,88.906250
91282CCM1,TIPS,0.00125,07/15/2031,,88.468750,88.437500,88.468750
91282CDX6,TIPS,0.00125,01/15/2032,,87.343750,87.312500,87.343750
912810FQ6,TIPS,0.03375,04/15/2032,,110.937500,110.843750,110.875000
91282CEZ0,TIPS,0.00625,07/15/2032,,90.687500,90.656250,90.687500
91282CGK1,TIPS,0.01125,01/15/2033,,93.843750,93.812500,93.843750
91282CHP9,TIPS,0.01375,07/15/2033,,96.015625,96.000000,96.062500
91282CJY8,TIPS,0.0175,01/15/2034,,98.796875,98.781250,98.843750
912810QF8,TIPS,0.02125,02/15/2040,,101.609375,101.468750,101.656250
912810QP6,TIPS,0.02125,02/15/2041,,101.640625,101.468750,101.718750
912810QV3,TIPS,0.0075,02/15/2042,,80.093750,79.937500,80.156250
912810RA8,TIPS,0.00625,02/15/2043,,76.953125,76.812500,77.000000
912810RF7,TIPS,0.01375,02/15/2044,,87.890625,87.750000,88.000000
912810RL4,TIPS,0.0075,02/15/2045,,76.859375,76.718750,76.968750
912810RR1,TIPS,0.01,02/15/2046,,80.234375,80.093750,80.375000
912810RW0,TIPS,0.00875,02/15/2047,,77.390625,77.250000,77.531250
912810SB5,TIPS,0.01,02/15/2048,,78.968750,78.843750,79.125000
912810SG4,TIPS,0.01,02/15/2049,,78.671875,78.531250,78.843750
912810SM1,TIPS,0.0025,02/15/2050,,63.250000,63.125000,63.406250
912810SV1,TIPS,0.00125,02/15/2051,,60.046875,59.937500,60.218750
912810TE8,TIPS,0.00125,02/15/2052,,59.140625,59.031250,59.343750
912810TP3,TIPS,0.015,02/15/2053,,87.578125,87.500000,87.906250
912810TY4,TIPS,0.02125,02/15/2054,,101.312500,101.250000,101.687500
91282CEL1,MARKET BASED FRN,0.05338256766,04/30/2024,,0.000000,99.973522,99.976234
91282CFD8,MARKET BASED FRN,0.054521233919999995,07/31/2024,,99.988538,99.976388,99.979425
91282CFS5,MARKET BASED FRN,0.05556840018,10/31/2024,,100.047799,100.031502,100.036390
91282CGF2,MARKET BASED FRN,0.0561784014,01/31/2025,,100.085045,100.055951,100.078326
91282CGY1,MARKET BASED FRN,0.05586323514,04/30/2025,,100.036743,100.014206,100.033922
91282CHS3,MARKET BASED FRN,0.05541590262,07/31/2025,,99.959919,99.930964,99.947992
91282CJD4,MARKET BASED FRN,0.05587340262,10/31/2025,,100.009591,99.975673,99.987640
91282CJU6,MARKET BASED FRN,0.0566359014,01/31/2026,,100.109595,100.100461,100.100461
